locusName	Pfam	Panther	ec	KO	GO	arabi-defline
Phvul.007G003300	PF03735	PTHR33432,PTHR33432:SF3				Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein
Phvul.007G003300	PF03735	PTHR33432,PTHR33432:SF3				Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein
Phvul.007G003300	PF03735	PTHR33432,PTHR33432:SF3				Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein
Phvul.007G044300	PF00651,PF03000	PTHR32370,PTHR32370:SF4			GO:0005515,GO:0009958	Phototropic-responsive NPH3 family protein
Phvul.007G071500	PF00067	PTHR24282,PTHR24282:SF15			GO:0055114,GO:0020037,GO:0016705,GO:0005506	cytochrome P450, family 715, subfamily A, polypeptide 1
Phvul.007G016700	PF01494	PTHR13789,PTHR13789:SF185			GO:0071949	FAD/NAD(P)-binding oxidoreductase family protein
Phvul.007G216800						
Phvul.007G001400	PF00686,PF01326	PTHR22931,PTHR22931:SF2	2.7.9.5	K15535	GO:2001070,GO:0016310,GO:0016301,GO:0005524	catalytics;carbohydrate kinases;phosphoglucan, water dikinases
Phvul.007G059900						
Phvul.007G223000	PF00254	PTHR10516,PTHR10516:SF313	5.2.1.8		GO:0006457	FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Phvul.007G170900	PF14543,PF14541	PTHR13683,PTHR13683:SF379	3.4.23.12		GO:0006508,GO:0004190	Eukaryotic aspartyl protease family protein
Phvul.007G169100	PF13920,PF12483	PTHR12183,PTHR12183:SF18	6.3.2.19	K15688	GO:0007005,GO:0004842	E3 Ubiquitin ligase family protein
Phvul.007G169100	PF12483	PTHR12183,PTHR12183:SF18			GO:0007005,GO:0004842	E3 Ubiquitin ligase family protein
Phvul.007G148900	PF00651,PF03000	PTHR32370,PTHR32370:SF38			GO:0005515	Phototropic-responsive NPH3 family protein
Phvul.007G254900	PF00931	PTHR23155,PTHR23155:SF563			GO:0043531	NB-ARC domain-containing disease resistance protein
Phvul.007G137500	PF13639	PTHR14155,PTHR14155:SF126			GO:0008270,GO:0005515	RING/U-box superfamily protein
Phvul.007G224200	PF02519	PTHR31374,PTHR31374:SF40		K14488	GO:0009733	SAUR-like auxin-responsive protein family 
Phvul.007G026600	PF00240,PF09280,PF00627	PTHR10621,PTHR10621:SF12		K10839	GO:0005515,GO:0043161,GO:0006289,GO:0003684	Rad23 UV excision repair protein family
Phvul.007G237600	PF01097				GO:0006952	low-molecular-weight cysteine-rich 81
Phvul.007G023000	PF01814	PTHR35739,PTHR35739:SF1				
Phvul.007G033800	PF00274	PTHR11627,PTHR11627:SF8	4.1.2.13	K01623	GO:0006096,GO:0004332	Aldolase superfamily protein
Phvul.007G093400	PF00335	PTHR32191,PTHR32191:SF1			GO:0016021	tetraspanin6
Phvul.007G086400	PF00394,PF07731,PF07732	PTHR11709,PTHR11709:SF94	1.10.3.2	K05909	GO:0055114,GO:0016491,GO:0005507	Laccase/Diphenol oxidase family protein
Phvul.007G101300	PF00311	PTHR30523,PTHR30523:SF6	4.1.1.31	K01595	GO:0015977,GO:0008964,GO:0006099	phosphoenolpyruvate carboxylase 4
Phvul.007G105600		PTHR36374,PTHR36374:SF1				
Phvul.007G064800	PF14226,PF03171	PTHR10209,PTHR10209:SF140	1.14.11.12	K05282	GO:0055114,GO:0016491	gibberellin 20 oxidase 2
Phvul.007G185600	PF00383	PTHR11079,PTHR11079:SF90	3.5.4.3		GO:0008270	Cytidine/deoxycytidylate deaminase family protein
Phvul.007G258200						
Phvul.007G024300						
Phvul.007G063800	PF00067	PTHR24296,PTHR24296:SF19	1.14.13.109		GO:0055114,GO:0020037,GO:0016705,GO:0005506	cytochrome P450, family 704, subfamily A, polypeptide 2
Phvul.007G247300	PF10513	PTHR14898,PTHR14898:SF2			GO:0035267,GO:0032777,GO:0006357	Enhancer of polycomb-like transcription factor protein
Phvul.007G247300	PF10513	PTHR14898,PTHR14898:SF2			GO:0035267,GO:0032777,GO:0006357	Enhancer of polycomb-like transcription factor protein
Phvul.007G006800		PTHR35767,PTHR35767:SF2				hapless 8
Phvul.007G006800		PTHR35767				
Phvul.007G118700	PF05212	PTHR31210,PTHR31210:SF4				Protein of unknown function (DUF707)
Phvul.007G118700	PF05212	PTHR31210,PTHR31210:SF4				Protein of unknown function (DUF707)
Phvul.007G118700	PF05212	PTHR31210,PTHR31210:SF4				Protein of unknown function (DUF707)
Phvul.007G033400						
Phvul.007G227700	PF01040	PTHR11048,PTHR11048:SF26	2.5.1.36	K09833	GO:0016021,GO:0004659	homogentisate phytyltransferase 1
Phvul.007G163700	PF00164	PTHR11652,PTHR11652:SF16		K02973	GO:0006412,GO:0005840,GO:0005622,GO:0003735	Ribosomal protein S12/S23 family protein
Phvul.007G227300	PF00320	PTHR10071,PTHR10071:SF173			GO:0043565,GO:0008270,GO:0006355,GO:0003700	GATA transcription factor 1
Phvul.007G227300	PF00320	PTHR10071,PTHR10071:SF173			GO:0043565,GO:0008270,GO:0006355,GO:0003700	GATA transcription factor 1
Phvul.007G056000	PF13419	PTHR12725,PTHR12725:SF81	3.1.3.5	K07025		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Phvul.007G056000	PF13419	PTHR12725,PTHR12725:SF81	3.1.3.74			Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Phvul.007G056000	PF13419	PTHR12725,PTHR12725:SF81	3.1.3.5			Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Phvul.007G162750	PF16543	PTHR12681,PTHR12681:SF4				Zinc finger C-x8-C-x5-C-x3-H type family protein
Phvul.007G017600		PTHR33148,PTHR33148:SF4				
Phvul.007G113100	PF00646	PTHR32133,PTHR32133:SF89			GO:0005515	F-box and associated interaction domains-containing protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524		K10268		RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524		K10268		RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524		K10268		RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524		K10268		RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524		K10268		RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524				RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524				RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524				RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524				RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524				RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524				RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524				RNI-like superfamily protein
Phvul.007G014200		PTHR24006,PTHR24006:SF524				RNI-like superfamily protein
Phvul.007G248400	PF14226,PF03171	PTHR10209,PTHR10209:SF174			GO:0055114,GO:0016491	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Phvul.007G158000	PF01960	PTHR23100,PTHR23100:SF0	2.3.1.35,2.3.1.1	K00620	GO:0006526,GO:0004358	arginine biosynthesis protein ArgJ family
Phvul.007G099600	PF08246,PF00112	PTHR12411,PTHR12411:SF342	3.4.22.15	K01373	GO:0008234,GO:0006508	Papain family cysteine protease
Phvul.007G187700	PF00967	PTHR22595,PTHR22595:SF1			GO:0050832,GO:0042742	pathogenesis-related 4
Phvul.007G165450	PF05019	PTHR12922			GO:0006744	coenzyme Q biosynthesis Coq4 family protein / ubiquinone biosynthesis Coq4 family protein
Phvul.007G081500	PF13041,PF01535	PTHR24015,PTHR24015:SF839				mitochondrial editing factor  22
Phvul.007G208000	PF13419	PTHR12725,PTHR12725:SF73	3.1.3.74	K18551		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Phvul.007G066520	PF00847	PTHR31985,PTHR31985:SF30			GO:0006355,GO:0003700	Integrase-type DNA-binding superfamily protein
Phvul.007G139600	PF13912	PTHR26374,PTHR26374:SF182				C2H2-type zinc finger family protein
Phvul.007G001900	PF02225,PF04258	PTHR12174,PTHR12174:SF36		K09597	GO:0016021,GO:0004190	SIGNAL PEPTIDE PEPTIDASE-LIKE 5
Phvul.007G180800	PF13561	PTHR24322,PTHR24322:SF566				NAD(P)-binding Rossmann-fold superfamily protein
Phvul.007G071300	PF05645,PF08221	PTHR12949		K03023	GO:0006351,GO:0003899,GO:0003677	RNA polymerase III subunit RPC82 family protein
Phvul.007G032000	PF01467	PTHR31285,PTHR31285:SF0			GO:0009058,GO:0003824	Nucleotidylyl transferase superfamily protein
Phvul.007G032000	PF01467	PTHR31285,PTHR31285:SF0			GO:0009058,GO:0003824	Nucleotidylyl transferase superfamily protein
Phvul.007G204900	PF00266	PTHR11601,PTHR11601:SF47	5.1.1.17			Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
Phvul.007G034600	PF01554	PTHR11206,PTHR11206:SF87		K03327	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	MATE efflux family protein
Phvul.007G072500		PTHR33829,PTHR33829:SF1				
Phvul.007G091100	PF12146	PTHR10794,PTHR10794:SF56	2.3.1.84	K13696		alpha/beta-Hydrolases superfamily protein
Phvul.007G059100						
Phvul.007G003600	PF07716,PF14144	PTHR22952,PTHR22952:SF206		K14431	GO:0043565,GO:0006355,GO:0003700,GO:0006351	TGACG motif-binding factor 6
Phvul.007G141850						
Phvul.007G182700						
Phvul.007G220000						
Phvul.007G205400		PTHR33511,PTHR33511:SF2				
Phvul.007G079000		PTHR13690,PTHR13690:SF84				basic leucine-zipper 52
Phvul.007G068400						
Phvul.007G015600	PF07690	PTHR23500,PTHR23500:SF47			GO:0055085,GO:0016021	sugar transporter 11
Phvul.007G069100	PF05190,PF05188,PF01624,PF05192,PF00488	PTHR11361,PTHR11361:SF34		K08736	GO:0030983,GO:0006298,GO:0005524	homolog of DNA mismatch repair protein MSH3
Phvul.007G069100	PF05190,PF05188,PF00488,PF01624,PF05192	PTHR11361,PTHR11361:SF34		K08736	GO:0030983,GO:0006298,GO:0005524	homolog of DNA mismatch repair protein MSH3
Phvul.007G060200	PF03372	PTHR11200,PTHR11200:SF174				CVP2 like 1
Phvul.007G002100	PF14617	PTHR24030				
Phvul.007G036100		PTHR33985,PTHR33985:SF4				
Phvul.007G228400	PF01040	PTHR11048,PTHR11048:SF26	2.5.1.36	K09833	GO:0016021,GO:0004659	homogentisate phytyltransferase 1
Phvul.007G146700	PF02466	PTHR14110,PTHR14110:SF5		K17790		Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
Phvul.007G164800		PTHR33448,PTHR33448:SF4				protamine P1 family protein
Phvul.007G169800		PTHR16223,PTHR16223:SF12				
Phvul.007G169800		PTHR16223,PTHR16223:SF12				
Phvul.007G179600	PF01477,PF00305	PTHR11771,PTHR11771:SF48	1.13.11.58	K15718	GO:0005515,GO:0055114,GO:0046872,GO:0016702	lipoxygenase 1
Phvul.007G101800		PTHR34359,PTHR34359:SF1				CLAVATA3/ESR-RELATED 12
Phvul.007G039400	PF00201	PTHR11926,PTHR11926:SF285		K13692	GO:0016758,GO:0008152	UDP-glucosyl transferase 84B1
Phvul.007G067000	PF10551,PF03101	PTHR31669,PTHR31669:SF3			GO:0006355	FAR1-related sequence 5
Phvul.007G067000	PF10551,PF03101	PTHR31669,PTHR31669:SF3			GO:0006355	FAR1-related sequence 5
Phvul.007G209200	PF12708	PTHR31339,PTHR31339:SF9				Pectin lyase-like superfamily protein
Phvul.007G209200	PF12708	PTHR31339,PTHR31339:SF9				Pectin lyase-like superfamily protein
Phvul.007G278900	PF13499	PTHR23050		K13448		calmodulin-like 11
Phvul.007G076625	PF00295	PTHR31375,PTHR31375:SF37	3.2.1.15	K01213	GO:0005975,GO:0004650	Pectin lyase-like superfamily protein
Phvul.007G098400	PF08137	PTHR33102,PTHR33102:SF9				DVL family protein
Phvul.007G185400	PF04504	PTHR31662,PTHR31662:SF6				DNA-binding storekeeper protein-related transcriptional regulator
Phvul.007G032500	PF00564	PTHR31066,PTHR31066:SF12			GO:0005515	Octicosapeptide/Phox/Bem1p family protein
Phvul.007G270500	PF00400,PF08606	PTHR22840		K10599	GO:0005515	MOS4-associated  complex 3B
Phvul.007G039500	PF00201	PTHR11926,PTHR11926:SF285		K13692	GO:0016758,GO:0008152	UDP-glucosyl transferase 84B1
Phvul.007G063400						
Phvul.007G070300	PF00139	PTHR32401,PTHR32401:SF5			GO:0030246	Concanavalin A-like lectin protein kinase family protein
Phvul.007G023200	PF00928	PTHR10121,PTHR10121:SF1				clathrin adaptor complexes medium subunit family protein
Phvul.007G093600	PF03094	PTHR31942,PTHR31942:SF29		K08472	GO:0016021,GO:0006952	Seven transmembrane MLO family protein
Phvul.007G039750						
Phvul.007G209100	PF01529	PTHR22883,PTHR22883:SF53	2.3.1.225	K18932	GO:0008270	DHHC-type zinc finger family protein
Phvul.007G154200	PF00107,PF08240	PTHR11695,PTHR11695:SF269	1.2.1.1,1.1.1.1,1.1.1.284	K00121	GO:0055114,GO:0016491,GO:0008270	GroES-like zinc-binding dehydrogenase family protein
Phvul.007G191900	PF03141	PTHR10108,PTHR10108:SF906	2.1.1.103		GO:0008168	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Phvul.007G191900	PF03141	PTHR10108,PTHR10108:SF906	2.1.1.103		GO:0008168	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Phvul.007G191900	PF03141	PTHR10108,PTHR10108:SF906	2.1.1.103		GO:0008168	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Phvul.007G191900	PF03141	PTHR10108,PTHR10108:SF906	2.1.1.103		GO:0008168	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Phvul.007G192000	PF10494	PTHR15243,PTHR15243:SF0	2.7.11.1	K08880		
Phvul.007G192000	PF10494	PTHR15243,PTHR15243:SF0	2.7.11.1	K08880		
Phvul.007G081700	PF13632,PF14569	PTHR13301,PTHR13301:SF43	2.4.1.29,2.4.1.12	K10999		cellulose synthase A9
Phvul.007G201200	PF13541,PF00004,PF02190	PTHR10046,PTHR10046:SF44	3.4.21.53	K08675	GO:0005524,GO:0006508,GO:0004176,GO:0030163,GO:0004252	lon protease 1
Phvul.007G039000	PF03600	PTHR10283,PTHR10283:SF103			GO:0055085,GO:0016021	sodium:hydrogen antiporter 1
Phvul.007G039000	PF03600	PTHR10283,PTHR10283:SF103			GO:0055085,GO:0016021	sodium:hydrogen antiporter 1
Phvul.007G009800	PF13410,PF13417	PTHR11260,PTHR11260:SF171	1.8.5.1		GO:0005515	dehydroascorbate reductase 2
Phvul.007G248300	PF01734,PF11815	PTHR14226,PTHR14226:SF30	3.1.1.3	K14674	GO:0006629,GO:0004806	Patatin-like phospholipase family protein
Phvul.007G045100	PF12662,PF02225	PTHR22765,PTHR22765:SF54				vaculolar sorting receptor 3
Phvul.007G057900	PF04927	PTHR31174,PTHR31174:SF7				Seed maturation protein
Phvul.007G193400	PF00847	PTHR31190,PTHR31190:SF26			GO:0006355,GO:0003700	Integrase-type DNA-binding superfamily protein
Phvul.007G096400	PF02519	PTHR31374,PTHR31374:SF45		K14488	GO:0009733	SAUR-like auxin-responsive protein family 
Phvul.007G043400	PF04419,PF12907	PTHR33788,PTHR33788:SF2				Uncharacterised protein family SERF
Phvul.007G240200	PF00847	PTHR32467,PTHR32467:SF15		K09284	GO:0006355,GO:0003700,GO:0007275	related to AP2.7
Phvul.007G221000	PF03155	PTHR12413,PTHR12413:SF2	2.4.1.265	K03849	GO:0016758,GO:0005789	ALG6, ALG8 glycosyltransferase family
Phvul.007G221000	PF03155	PTHR12413,PTHR12413:SF2	2.4.1.265		GO:0016758,GO:0005789	ALG6, ALG8 glycosyltransferase family
Phvul.007G221000	PF03155	PTHR12413,PTHR12413:SF2	2.4.1.265		GO:0016758,GO:0005789	ALG6, ALG8 glycosyltransferase family
Phvul.007G221000	PF03155	PTHR12413,PTHR12413:SF2	2.4.1.265		GO:0016758,GO:0005789	ALG6, ALG8 glycosyltransferase family
Phvul.007G221000	PF03155	PTHR12413,PTHR12413:SF2	2.4.1.265		GO:0016758,GO:0005789	ALG6, ALG8 glycosyltransferase family
Phvul.007G221000	PF03155	PTHR12413,PTHR12413:SF2	2.4.1.265		GO:0016758,GO:0005789	ALG6, ALG8 glycosyltransferase family
Phvul.007G221000	PF03155	PTHR12413,PTHR12413:SF2	2.4.1.265		GO:0016758,GO:0005789	ALG6, ALG8 glycosyltransferase family
Phvul.007G221000	PF03155	PTHR12413,PTHR12413:SF2	2.4.1.265		GO:0016758,GO:0005789	ALG6, ALG8 glycosyltransferase family
Phvul.007G221000	PF03155	PTHR12413,PTHR12413:SF2	2.4.1.265		GO:0016758,GO:0005789	ALG6, ALG8 glycosyltransferase family
Phvul.007G060800	PF08263	PTHR32093				Leucine-rich repeat (LRR) family protein
Phvul.007G183200	PF01627	PTHR28242,PTHR28242:SF8		K14490	GO:0004871,GO:0000160	histidine-containing phosphotransmitter 1
Phvul.007G083000		PTHR33401				one-helix protein 2
Phvul.007G008600	PF02431	PTHR28039,PTHR28039:SF8	5.5.1.6	K01859	GO:0016872	Chalcone-flavanone isomerase family protein
Phvul.007G049300	PF01657	PTHR32099,PTHR32099:SF4				cysteine-rich RLK (RECEPTOR-like protein kinase) 26
Phvul.007G051200	PF01657,PF07714	PTHR27002	2.7.11.1		GO:0006468,GO:0004672	cysteine-rich RLK (RECEPTOR-like protein kinase) 25
Phvul.007G122524		PTHR35686,PTHR35686:SF1				
Phvul.007G122524		PTHR35686,PTHR35686:SF1				
Phvul.007G267400	PF00270,PF00271,PF07717,PF04408	PTHR18934,PTHR18934:SF100	3.6.4.13,3.6.4.12	K14442	GO:0005524,GO:0003676,GO:0004386	RNA helicase family protein
Phvul.007G064300	PF00010	PTHR13935,PTHR13935:SF54			GO:0046983,GO:0003677	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Phvul.007G161200	PF00188	PTHR10334				CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein
Phvul.007G273300	PF00875,PF03441	PTHR11455,PTHR11455:SF24	4.1.99.3	K12119		cryptochrome 2
Phvul.007G273300	PF00875,PF03441	PTHR11455,PTHR11455:SF24	4.1.99.3	K12119		cryptochrome 2
Phvul.007G273300	PF00875,PF03441	PTHR11455,PTHR11455:SF24	4.1.99.3	K12119		cryptochrome 2
Phvul.007G273300	PF00875,PF03441	PTHR11455,PTHR11455:SF24	4.1.99.3	K12119		cryptochrome 2
Phvul.007G273300	PF00875,PF03441	PTHR11455,PTHR11455:SF24	4.1.99.3			cryptochrome 2
Phvul.007G273300	PF00875,PF03441	PTHR11455,PTHR11455:SF24	4.1.99.3			cryptochrome 2
Phvul.007G273300	PF00875,PF03441	PTHR11455,PTHR11455:SF24	4.1.99.3			cryptochrome 2
Phvul.007G150700	PF00076	PTHR24012		K11294	GO:0003676	RNA-binding (RRM/RBD/RNP motifs) family protein
Phvul.007G041100						
Phvul.007G260800	PF00141	PTHR31388,PTHR31388:SF8	1.11.1.7	K00430	GO:0055114,GO:0020037,GO:0006979,GO:0004601	peroxidase 2
Phvul.007G040100	PF02453	PTHR10994,PTHR10994:SF77				Reticulon family protein
Phvul.007G026300	PF02817,PF00364,PF00198	PTHR23151,PTHR23151:SF61	2.3.1.12	K00627	GO:0016746,GO:0008152	2-oxoacid dehydrogenases acyltransferase family protein
Phvul.007G108300	PF13920,PF12796	PTHR24188,PTHR24188:SF44				XB3 ortholog 5 in Arabidopsis thaliana
Phvul.007G153700	PF01370	PTHR12126,PTHR12126:SF7	1.6.5.3	K03953	GO:0050662,GO:0003824	NAD(P)-binding Rossmann-fold superfamily protein
Phvul.007G214200	PF02672	PTHR33921,PTHR33921:SF2				CP12 domain-containing protein 2
Phvul.007G182901		PTHR33155,PTHR33155:SF10				
Phvul.007G027000	PF00847	PTHR31194,PTHR31194:SF14			GO:0006355,GO:0003700	Integrase-type DNA-binding superfamily protein
Phvul.007G246800	PF04043	PTHR31707,PTHR31707:SF63			GO:0004857	Plant invertase/pectin methylesterase inhibitor superfamily protein
Phvul.007G206700	PF14497,PF03950,PF00749	PTHR11451,PTHR11451:SF37	6.1.1.17	K01885	GO:0006418,GO:0005737,GO:0005524,GO:0004812,GO:0000166,GO:0043039,GO:0016876	Glutamyl/glutaminyl-tRNA synthetase, class Ic
Phvul.007G226200	PF04640	PTHR31065,PTHR31065:SF4				PLATZ transcription factor family protein
Phvul.007G138800		PTHR34213,PTHR34213:SF2				Nuclear transport factor 2 (NTF2) family protein
Phvul.007G197900	PF00828	PTHR10934		K02883	GO:0006412,GO:0005840,GO:0005622,GO:0003735	Ribosomal protein L18e/L15 superfamily protein
Phvul.007G006400	PF01268	PTHR10025	6.3.4.3	K01938	GO:0009396,GO:0005524,GO:0004329	10-formyltetrahydrofolate synthetase
Phvul.007G166500	PF13180,PF13365	PTHR22939,PTHR22939:SF83	3.4.21.107		GO:0005515	DEGP protease 2
Phvul.007G166500	PF13180,PF13365	PTHR22939,PTHR22939:SF83	3.4.21.107		GO:0005515	DEGP protease 2
Phvul.007G166500	PF13365	PTHR22939,PTHR22939:SF83	3.4.21.107			DEGP protease 2
Phvul.007G166500	PF13365	PTHR22939,PTHR22939:SF83	3.4.21.107			DEGP protease 2
Phvul.007G032400	PF00400	PTHR22847,PTHR22847:SF447		K11374	GO:0005515	elongator protein 2
Phvul.007G271900		PTHR12791,PTHR12791:SF36		K08504		Target SNARE coiled-coil domain protein
Phvul.007G220600	PF03179	PTHR12713		K02152	GO:0016820,GO:0016471,GO:0015992	vacuolar membrane ATPase 10
Phvul.007G020700	PF00201	PTHR11926,PTHR11926:SF384	2.4.1.272		GO:0016758,GO:0008152	UDP-glucosyl transferase 73B5
Phvul.007G098900	PF01479,PF00849	PTHR21600,PTHR21600:SF11	5.4.99.22		GO:0003723,GO:0009982,GO:0009451,GO:0001522	pseudouridine synthase family protein
Phvul.007G126200	PF01985	PTHR31846,PTHR31846:SF13			GO:0003723	CRM family member 3A
Phvul.007G071700	PF03283	PTHR21562			GO:0016787	Pectinacetylesterase family protein
Phvul.007G071700	PF03283	PTHR21562			GO:0016787	Pectinacetylesterase family protein
Phvul.007G071700	PF03283	PTHR21562			GO:0016787	Pectinacetylesterase family protein
Phvul.007G005900	PF09127,PF01433	PTHR11533	3.3.2.6	K01254	GO:0019370,GO:0008270,GO:0008237,GO:0006508	peptidase M1 family protein
Phvul.007G005900	PF01433	PTHR11533,PTHR11533:SF174	3.3.2.6		GO:0008270,GO:0008237,GO:0006508	peptidase M1 family protein
Phvul.007G106000	PF11961,PF05003	PTHR31371,PTHR31371:SF5				Protein of unknown function (DUF668)
Phvul.007G106000	PF11961,PF05003	PTHR31371,PTHR31371:SF5				Protein of unknown function (DUF668)
Phvul.007G173500	PF14368	PTHR33044,PTHR33044:SF23				Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Phvul.007G113900						
Phvul.007G059775	PF00190	PTHR31189,PTHR31189:SF3			GO:0045735	cupin family protein
Phvul.007G263700						
Phvul.007G240900	PF05033,PF00856,PF02182	PTHR22884,PTHR22884:SF378	2.1.1.43	K11420	GO:0034968,GO:0018024,GO:0008270,GO:0005634,GO:0005515,GO:0042393	SU(VAR)3-9 homolog 5
Phvul.007G054000	PF04851,PF14619,PF00271	PTHR10799,PTHR10799:SF640	3.6.4.12	K11647	GO:0016787,GO:0005524,GO:0003677,GO:0042393	Homeotic gene regulator
Phvul.007G219900		PTHR36360				
Phvul.007G027600	PF00828	PTHR12934,PTHR12934:SF11		K02876	GO:0015934,GO:0006412,GO:0003735	ribosomal protein L15
Phvul.007G135300	PF00847	PTHR31657,PTHR31657:SF9			GO:0006355,GO:0003700	Integrase-type DNA-binding superfamily protein
Phvul.007G014700	PF01180	PTHR11938	1.3.5.2	K00254	GO:0055114,GO:0016627,GO:0005737	pyrimidine d
Phvul.007G022100	PF04819	PTHR16007,PTHR16007:SF29				Family of unknown function (DUF716) 
Phvul.007G266400		PTHR34560,PTHR34560:SF1				
Phvul.007G156600		PTHR36059,PTHR36059:SF1				
Phvul.007G154700	PF00294	PTHR10584,PTHR10584:SF190	2.7.1.3			pfkB-like carbohydrate kinase family protein
Phvul.007G154700	PF00294	PTHR10584,PTHR10584:SF190	2.7.1.3			pfkB-like carbohydrate kinase family protein
Phvul.007G281100	PF01722	PTHR12735,PTHR12735:SF6				BolA-like family protein
Phvul.007G281100	PF01722	PTHR12735,PTHR12735:SF6				BolA-like family protein
Phvul.007G281100	PF01722	PTHR12735,PTHR12735:SF6				BolA-like family protein
Phvul.007G281100		PTHR12735,PTHR12735:SF6				BolA-like family protein
Phvul.007G087550	PF08263,PF13855	PTHR27004,PTHR27004:SF34	2.7.11.1		GO:0005515	disease resistance family protein / LRR family protein
Phvul.007G110800	PF04720	PTHR31579,PTHR31579:SF5				Protein of unknown function (DUF506) 
Phvul.007G056100	PF01564	PTHR11558,PTHR11558:SF30	2.5.1.79			S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Phvul.007G097500	PF12776	PTHR31704,PTHR31704:SF7				
Phvul.007G205300		PTHR33511,PTHR33511:SF2				
Phvul.007G245700	PF05922	PTHR10795,PTHR10795:SF316	3.4.21.25			Proteinase inhibitor, propeptide
Phvul.007G232500	PF13041	PTHR24015,PTHR24015:SF418				Pentatricopeptide repeat (PPR-like) superfamily protein
Phvul.007G111500	PF03999	PTHR19321,PTHR19321:SF7		K16732	GO:0008017,GO:0000910,GO:0000226	Microtubule associated protein (MAP65/ASE1) family protein
Phvul.007G076400	PF00295	PTHR31375,PTHR31375:SF37	3.2.1.15	K01213	GO:0005975,GO:0004650	Pectin lyase-like superfamily protein
Phvul.007G184200	PF07714	PTHR24056,PTHR24056:SF226	2.7.11.22,2.7.11.23	K08819	GO:0006468,GO:0004672	Protein kinase superfamily protein
Phvul.007G184200	PF07714	PTHR24056,PTHR24056:SF226	2.7.11.22,2.7.11.23	K08819	GO:0006468,GO:0004672	Protein kinase superfamily protein
Phvul.007G052900	PF01946	PTHR10617,PTHR10617:SF115		K03146		thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)
Phvul.007G158100		PTHR34952				
Phvul.007G028500	PF03062	PTHR13285,PTHR13285:SF18				MBOAT (membrane bound O-acyl transferase) family protein
Phvul.007G028500	PF03062	PTHR13285,PTHR13285:SF18				MBOAT (membrane bound O-acyl transferase) family protein
Phvul.007G176800	PF00436	PTHR10302,PTHR10302:SF0			GO:0003697,GO:0006260	Primosome PriB/single-strand DNA-binding
Phvul.007G267600	PF02701	PTHR31992			GO:0006355,GO:0003677	Dof-type zinc finger DNA-binding family protein
Phvul.007G057100	PF14432,PF13812,PF01535,PF13041	PTHR24015,PTHR24015:SF43				pentatricopeptide (PPR) repeat-containing protein
Phvul.007G066600	PF01113,PF05173	PTHR20836,PTHR20836:SF2	1.17.1.8	K16908	GO:0055114,GO:0009089,GO:0008839	Dihydrodipicolinate reductase, bacterial/plant
Phvul.007G128500						
Phvul.007G274600	PF00433,PF07714	PTHR24356,PTHR24356:SF212	2.7.11.1	K08790	GO:0006468,GO:0005524,GO:0004674,GO:0004672	AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein
Phvul.007G274600	PF00433,PF07714	PTHR24356,PTHR24356:SF212	2.7.11.1	K08790	GO:0006468,GO:0005524,GO:0004674,GO:0004672	AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein
Phvul.007G196100		PTHR10593,PTHR10593:SF31				indeterminate(ID)-domain 2
Phvul.007G196100		PTHR10593,PTHR10593:SF31				indeterminate(ID)-domain 2
